id,question,syntax_depth
1387,Thơ của Phạm Tiến Duật được sáng tác nhiều trong thời kỳ nào,4
1388,Đâu không phải là tập thơ chính của Phạm Tiến Duật,3
1389,Bài thơ về tiểu đội xe không kính có bố cục gồm mấy phần,5
1390,Bài thơ về tiểu đội xe không kính sáng tác trong hoàn cảnh nào,5
1391,Chọn các đáp án đúng Đâu là giá trị nghệ thuật của bài thơ,4
1392,Bài thơ về tiểu đội xe không kính được viết theo thể thơ nào,5
1393,Nha n đề Bài thơ về tiểu đội xe không kính có ý nghĩa gì,6
1394,Cảm xúc bao trùm lên Bài thơ về tiểu đội xe không kính là gì,5
1395,Bài thơ về tiểu đội xe không kính có sự kết hợp giữa các phương thức biểu đạt nào,5
1397,Giọng điệu bài thơ được thể hiện thế nào,4
1398,Hai tác phẩm Đồng chí và Bài thơ về tiểu đội xe không kính giống nhau ở điểm nào,6
1399,Hình ảnh trung tâm của bài thơ là,3
1400,Hai câu thơ Không có kính rồi xe không có đèn  Không có mui xe thùng xe có xước sử dụng biện pháp nghệ thuật,9
1401,Câu thơ Chỉ cần trong xe có một trái tim sử dụng biện pháp tu từ nào,7
1402,Chọn đáp án đúng nhất Đâu là động lực lớn nhất giúp người lính lái xe vượt qua gian khổ để hoàn thành nhiệm vụ,5
1403,Nhận định nào nói đúng nhất vẻ đẹp của hình ảnh những người lính lái xe trong Bài thơ về tiểu đội xe không kính,8
1404,Chọn đáp án đúng nhất Tác giả Phạm Tiến Duật sáng tạo hình ảnh độc đáo  những chiếc xe không kính nhằm mục đích gì,6
1405,Hình tượng người lính được tác giả khắc họa qua những phương diện nào,3
1406,Hình ảnh những chiếc xe được tác giả miêu tả như thế nào,4
1407,Qua những hình ảnh những chiếc xe không kính ta thấy tác giả là người như thế nào,6
1408,Biện pháp tu từ nào được sử dụng trong những câu sau Thấy sao trời và đột ngột cánh chim Như sa như ùa vào buồng lái  Bụi phun tóc trắng như người già  Mưa tuôn mưa xối như ngoài trời,11
1410,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Không có kính ừ thì có bụi Bụi phun tóc trắng như người già Chưa cần rửa phì phèo châm điếu thuốc Nhìn nhau mặt lấm cười ha ha SGK Ngữ văn 9  tập một Xác định phương thức biểu đạt chính được sử dụng trong đoạn trích trên,18
1411,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Không có kính ừ thì có bụi Bụi phun tóc trắng như người già Chưa cần rửa phì phèo châm điếu thuốc Nhìn nhau mặt lấm cười ha ha SGK Ngữ văn 9  tập một Xác định biện pháp tu từ được sử dụng trong đoạn thơ trên,19
1412,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Không có kính ừ thì có bụi Bụi phun tóc trắng như người già Chưa cần rửa phì phèo châm điếu thuốc Nhìn nhau mặt lấm cười ha ha SGK Ngữ văn 9  tập một Đoạn thơ trên được trích từ văn bản nào,17
1413,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Không có kính ừ thì có bụi Bụi phun tóc trắng như người già Chưa cần rửa phì phèo châm điếu thuốc Nhìn nhau mặt lấm cười ha ha SGK Ngữ văn 9  tập một Cụm từ ừ thì thể hiện điều gì,10
1414,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Không có kính ừ thì có bụi Bụi phun tóc trắng như người già Chưa cần rửa phì phèo châm điếu thuốc Nhìn nhau mặt lấm cười ha ha SGK Ngữ văn 9  tập một Khổ thơ trên đã ngợi ca vẻ đẹp nào của người lính lái xe Trường Sơn,18
1415,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Bếp Hoàng Cầm ta dựng giữa trời Chung bát đũa nghĩa là gia đình đấy Võng mắc chông chênh đường xe chạy Lại đi lại đi trời xanh thêm Không có kính rồi xe không có đèn Không có mui xe thùng xe có xước Xe vẫn chạy vì miền Nam phía trước Chỉ cần trong xe có một trái tim Bài thơ về tiểu đội xe không kính SGK Ngữ văn 9  tập một Ai là tác giả của văn bản chứa đoạn trích trên,21
1416,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Bếp Hoàng Cầm ta dựng giữa trời Chung bát đũa nghĩa là gia đình đấy Võng mắc chông chênh đường xe chạy Lại đi lại đi trời xanh thêm Không có kính rồi xe không có đèn Không có mui xe thùng xe có xước Xe vẫn chạy vì miền Nam phía trước Chỉ cần trong xe có một trái tim Bài thơ về tiểu đội xe không kính SGK Ngữ văn 9  tập một Các biện pháp tu từ được sử dụng trong hai câu thơ cuối đoạn trích Xe vẫn chạy vì miền Nam phía trước Chỉ cần trong xe có một trái tim,29
1417,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Bếp Hoàng Cầm ta dựng giữa trời Chung bát đũa nghĩa là gia đình đấy Võng mắc chông chênh đường xe chạy Lại đi lại đi trời xanh thêm Không có kính rồi xe không có đèn Không có mui xe thùng xe có xước Xe vẫn chạy vì miền Nam phía trước Chỉ cần trong xe có một trái tim Bài thơ về tiểu đội xe không kính SGK Ngữ văn 9  tập một Xét theo cấu tạo từ chông chênh thuộc loại từ nào,22
1418,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Bếp Hoàng Cầm ta dựng giữa trời Chung bát đũa nghĩa là gia đình đấy Võng mắc chông chênh đường xe chạy Lại đi lại đi trời xanh thêm Không có kính rồi xe không có đèn Không có mui xe thùng xe có xước Xe vẫn chạy vì miền Nam phía trước Chỉ cần trong xe có một trái tim Bài thơ về tiểu đội xe không kính SGK Ngữ văn 9  tập một Tại sao nói hình ảnh những chiếc xe không kính là một sáng tạo độc đáo của Phạm Tiến Duật,24
1419,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Bếp Hoàng Cầm ta dựng giữa trời Chung bát đũa nghĩa là gia đình đấy Võng mắc chông chênh đường xe chạy Lại đi lại đi trời xanh thêm Không có kính rồi xe không có đèn Không có mui xe thùng xe có xước Xe vẫn chạy vì miền Nam phía trước Chỉ cần trong xe có một trái tim Bài thơ về tiểu đội xe không kính SGK Ngữ văn 9  tập một Đoạn trích trên thể hiện phẩm chất gì của người lính,20
1420,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Trong lời bài hát Xe ta đi trong đêm Trường Sơn có đoạn Những đêm Trường Sơn Đường tiền tuyến uốn quanh co Mây trời đẹp quá vỡ kính rồi trăng tràn cả vào xe Nhạc và lời Tân Huyền Đoạn lời bài hát trên gợi em liên tưởng đến bài thơ nào trong chương trình Ngữ văn lớp 9,20
1421,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Trong lời bài hát Xe ta đi trong đêm Trường Sơn có đoạn Những đêm Trường Sơn Đường tiền tuyến uốn quanh co Mây trời đẹp quá vỡ kính rồi trăng tràn cả vào xe Nhạc và lời Tân Huyền Bài thơ em vừa tìm được ở câu 1 được sáng tác trong thời kỳ nào,18
1422,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Trong lời bài hát Xe ta đi trong đêm Trường Sơn có đoạn Những đêm Trường Sơn Đường tiền tuyến uốn quanh co Mây trời đẹp quá vỡ kính rồi trăng tràn cả vào xe Nhạc và lời Tân Huyền Đoạn thơ trên và Bài thơ về tiểu đội xe không kính cùng sáng tạo hình ảnh nào đặc biệt,20
1423,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Trong lời bài hát Xe ta đi trong đêm Trường Sơn có đoạn Những đêm Trường Sơn Đường tiền tuyến uốn quanh co Mây trời đẹp quá vỡ kính rồi trăng tràn cả vào xe Nhạc và lời Tân Huyền Việc sáng tạo hình ảnh xe không kính của tác giả nhằm mục đích gì,18
1424,Đọc đoạn trích sau và trả lời câu hỏi dưới đây Trong lời bài hát Xe ta đi trong đêm Trường Sơn có đoạn Những đêm Trường Sơn Đường tiền tuyến uốn quanh co Mây trời đẹp quá vỡ kính rồi trăng tràn cả vào xe Nhạc và lời Tân Huyền Tác phẩm nào dưới đây cũng viết về đề tài người lính,17
1425,Bài thơ về tiểu đội xe không kính sáng tác trong hoàn cảnh nào,5
1426,Tác giả sáng tạo hình ảnh độc đáo  những chiếc xe không kính  nhằm mục đích gì,5
1427,Qua những dòng thơ ta thấy tác giả là người như thế nào,3
1428,Bài thơ có sự kết hợp giữa các phương thức biểu đạt nào,4
1429,Có ý kiến cho rằng Bài thơ về tiểu đội xe không kính giống bài Đồng chí  cũng khai thác cái đẹp và chất thơ trong cái bình dị bình thường của đời sống chiến tranh Đúng hay sai,15
1430,Biện pháp tu từ nào được sử dụng trong những câu sau  Thấy sao trời và đột ngột cánh chim Như sa như ùa vào buồng lái  Bụi phun tóc trắng như người già  Mưa tuôn mưa xối như ngoài trời,11
1431,Hai câu thơ Không có kính rồi xe không có đèn Không có mui xe thùng xe có xước sử dụng biện pháp nghệ thuật,9
1432,Nhận định nào nói đúng nhất vẻ đẹp của hình ảnh những người lính lái xe trong bài thơ này,6
1433,Giọng điệu bài thơ được thể hiện thế nào,4
1434,Qua hình ảnh độc đáo những chiếc xe không kính bài thơ khắc họa nổi bật hình ảnh người lính lái xe ở Trường Sơn trong thời kì chống Mĩ với tư thế hiên ngang tinh thần lạc quan dũng cảm bất chấp nguy hiểm với ý chí giải phóng miền Nam đúng hay sai,12
1435,Đoạn trích Thúy Kiều báo an báo oán sử dụng yếu tố nghị luận không,5
1436,Trong các câu thơ sau câu nào sử dụng từ Hán Việt,5
1437,Trong những câu sau câu nào không mắc lỗi dùng từ,4
1438,Văn bản Chuyện người con gái Nam Xương của tác giả nào,5
1439,Nhận định nào nói đúng nhất mục đích của việc Quang Trung dẫn ra những tấm gương anh hùng dân tộc trong lời phủ dụ quân lính ở Nghệ An,7
1440,Chuyện cũ trong phủ chúa Trịnh tố cáo tội ác của phong kiến chà đạp lên con người và đề cao tấm lòng nhân hậu đề cao ước mơ công lí chính nghĩa đúng hay sai,10
1441,Tác phẩm Lục Vân Tiên ta hiểu được sự đối lập thiện  ác và niềm tin của tác giả vào những điều tốt đẹp ở đời Tìm hiểu đánh giá nghệ thuật kết cấu và nghệ thuật ngôn từ của đoạn thơ này đúng hay sai,9
1442,Chủ đề của văn bản Chuyện cũ trong phủ chúa Trịnh là gì,5
1443,Giá trị nhân đạo của văn bản Kiều ở lầu Ngưng Bích là gì,5
1444,Ý nào nói đúng nhất thành công trong truyện Kiều của Nguyễn Du,5
1445,Để lập luận chặt chẽ người ta dùng các yếu tố ngôn ngữ nào,3
1446,Chủ đề của văn bản Hoàng Lê nhất thống chí là gì,5
1447,Giá trị nhân đạo của văn bản Chị em Thúy Kiều là gì,5
1448,Ý nào nói đúng nhất thành công trong Kiều ở lầu Ngưng Bích của Nguyễn Du,5
1449,Văn bản Chuyện người con gái Nam Xương viết bằng ngôn ngữ gì,3
1450,Chọn đáp án đúng nhất Nhận định nào nói đúng nhất mục đích của việc Quang Trung dẫn ra những tấm gương anh hùng dân tộc trong lời phủ dụ quân lính ở Nghệ An,12
1451,Chọn đáp án đúng nhất Các tác phẩm trung đại thường tập trung thể hiện chủ đề nào,5
1455,Chủ đề của văn bản Chuyện cũ trong phủ chúa Trịnh là gì,5
1456,Giá trị nhân đạo của văn bản Kiều ở lầu Ngưng Bích là gì,5
1457,Ý nào nói đúng nhất thành công trong Truyện Kiều của Nguyễn Du,5
1458,Truyện và kí trung đại đã tập trung vào thể hiện những chủ đề nào,4
1459,Nhận định nào nói đúng nhất mục đích của việc Quang Trung dẫn ra những tấm gương anh hùng dân tộc trong lời phủ dụ quân lính ở Nghệ An,7
1460,Tác phẩm Lục Vân Tiên ta hiểu được sự đối lập thiện  ác và niềm tin của tác giả vào những điều tốt đẹp ở đời Tìm hiểu đánh giá nghệ thuật kết cấu và nghệ thuật ngôn từ của đoạn thơ này đúng hay sai,9
1461,Truyện và kí trung đại đã tập trung vào thể hiện những chủ đề nào,4
1462,Từ mắt trong câu nào mang nghĩa gốc,4
1463,Tiếng Việt sử dụng mượn ngôn ngữ của nước nào nhiều nhất,6
1464,Tìm lỗi sai trong câu văn sau Báo chí đã tấp nập đưa tin về sự kiện SEA Games 22 được tổ chức tại Việt Nam,6
1465,Tìm lỗi sai trong câu văn sau Lĩnh vực kinh doanh béo bổ này đã thu hút sự đầu tư của nhiều công ti lớn trên thế giới,5
1466,Cách phát triển từ vựng mà em biết là gì,4
1467,Thế nào là cách tạo từ mới,3
1468,Chọn các đáp án đúng Từ nào sau đây được hiểu theo nghĩa chuyển,6
1469,Từ nào sau đây là từ mượn tiếng Anh,3
1470,Từ quốc kỳ có nghĩa là gì,4
1471,Đâu là thuật ngữ của môn Hóa học,4
1472,Trong các câu thơ sau câu nào sử dụng từ Hán Việt,5
1473,Trong những câu sau câu nào mắc lỗi dùng từ,5
